product_id,product_name,product_brand,year,product_price,product_quantity
973,Amazon Kindle 4,E Reader,2019-02,19.99,112
974,Samsung Galaxy S6,Android Mobile,2023-01,155.99,164
975,Amazon Kindle Fire HDX 7,Tablet,2020-03,80.95,250
976,Apple iPhone XS Max,iPhone,2022-01,185.99,83
977,Apple TV 5th Gen 4K,Set Top Box,2022-02,126,94
978,Apple TV 4th Gen,Set Top Box,2023-05,145.99,91
979,Nintendo Wii U,Game Console,2019-09,73,178
980,Samsung Galaxy S6,Android Mobile,2019-02,144,69
981,Google Pixel C,Tablet,2021-05,77,89
982,Sony Xperia XZ,Android Mobile,2022-08,82.99,31
983,Amazon 4K Fire TV,Set Top Box,2022-03,87.99,213
984,Apple iPhone 6,iPhone,2019-03,176.99,109
985,Samsung Galaxy S7,Android Mobile,2023-11,122.95,206
986,Playstation Vita,Game Console,2018-10,120.95,12
987,Apple iPhone 7,iPhone,2022-04,10.95,125
988,Sony Xperia Z5,Android Mobile,2023-07,54.99,149
989,Apple iPhone 8,iPhone,2019-05,58,157
990,Nintendo Wii U,Game Console,2020-10,63,116
991,Windows 10-based PC,Desktop,2020-02,189.95,174
992,Macbook,Desktop,2020-10,110,143
993,Amazon 4K Fire TV,Set Top Box,2021-05,167,245
994,Roku Ultra,Set Top Box,2023-04,77,117
995,Nintendo 3DS,Game Console,2020-10,44,250
996,Apple iPhone 8 Plus,iPhone,2019-04,121.95,211
997,Samsung Galaxy S9,Android Mobile,2023-03,96.95,55
998,Apple iPhone 7 Plus,iPhone,2021-05,97,142
999,Minix NEO X5,Set Top Box,2023-09,53.99,72
1000,Amazon Kindle 3,E Reader,2019-05,91,57
